"Scenario","Variable","time_center","AR1","Variance","CV","Skewness","Kurtosis","Reddening"
"6y","evapm",1998,0.36493158215113,0.00103976179166688,-30.6571169885273,-0.748658703802992,-0.0915548482217629,4.42557303834226
"6y","evapm",1999,0.287519453639726,0.00147301476572267,8.03736213279234,-0.0541118918236013,0.737954491541154,4.59107989919456
"6y","evapm",2000,0.390025172368876,0.00152024411764535,5.59995365711325,-0.204384366501319,0.540555807459571,4.19280365803735
"6y","evapm",2001,0.306756236874286,0.00161864998774439,12.1819482349802,-0.00248277654411359,0.155496257532258,4.45348004873051
"6y","evapm",2002,0.340789556079124,0.00162466352106041,21.5154246732025,0.111160322548062,0.138766195167304,4.24520003424727
"6y","evapm",2003,0.288903828490382,0.00221181826709706,-18.4670903981731,-0.34030234911864,0.280049529437376,3.70373697963332
"6y","evapm",2004,0.24971456400464,0.00222509722196981,-30.82635215843,-0.406921921644517,0.275262451124861,2.53334646058291
"6y","evapm",2005,0.238199071850189,0.00239431557623207,-356.803077910258,-0.314862365087627,0.0861990542324123,2.54634519837009
"6y","evapm",2006,0.259182558804532,0.00239129558666441,-227.445748085387,-0.310912939616252,0.092456480185611,2.67286521183524
"6y","evapm",2007,0.256541460541923,0.00238310995264566,-24.9614950050334,-0.197829853083891,0.0710776909368608,2.82589850074857
"6y","npp",1988,-0.130551111071286,0.0018822964407146,14.8759520372541,-0.0282504510480851,0.827396457110752,1.30295727631953
"6y","npp",1989,0.0770962252434662,0.00382583690357848,-7.72638426489448,-1.31324897603026,3.5047918788417,2.13654956948061
"6y","npp",1990,0.062248419201692,0.0038272909214063,-7.92122523816006,-1.32305084966849,3.52023309290731,1.9996201123079
"6y","npp",1991,0.056465297979981,0.00527813640331623,313.618087682093,-0.451002536127267,2.4122137056024,2.45425732278915
"6y","npp",1992,0.130898055434103,0.00533991147830003,13.8423807422117,-0.636925561560736,2.47504303125923,2.70793837041584
"6y","npp",1993,0.16758171988066,0.00535392123263448,7.63014865918017,-0.809895316962927,2.65842261685098,2.78721950005724
"6y","npp",1994,0.177990326224787,0.00544422364406373,6.92855770241073,-0.822060015439918,2.52600251363655,2.28158971866576
"6y","npp",1995,0.0545666533617653,0.00728170177746604,-119.923585779922,-0.771742900393567,1.08917561231511,1.62907152130856
"6y","npp",1996,0.223288216901247,0.0081824245491745,-10.1653016982718,-0.546163251712361,0.176546770908556,1.66252876787267
"6y","npp",1997,0.285748536915818,0.00817599582295451,-10.2205649004972,-0.547860931161132,0.183071693954297,2.06851867340346
"6y","npp",1998,0.250274562414821,0.00831576481784791,-12.4253139442044,-0.5750356523057,0.11573988086562,2.19052833240172
"6y","npp",1999,0.240747859079352,0.0124227037296147,20.8930415297209,0.286222951230388,0.90875056475658,3.16534187648645
"6y","npp",2000,0.242446469951909,0.0124170437857906,18.7894491502516,0.268531404432089,0.905413227986564,2.95621361846209
"6y","npp",2001,0.231173917295979,0.0130431700676294,304.320309064195,0.358768481873254,0.61739375390286,3.55188243571793
"6y","npp",2002,0.22531096025312,0.0126666424178096,18.0531958658366,0.226202549270554,0.765806020916573,4.01041975111857
"6y","npp",2003,0.187947055188298,0.0140258720283849,-53.1579674038257,0.278987887451808,0.285515804171612,3.24367681339972
"6y","npp",2004,0.180597166304579,0.0139406733671377,-30.9376298107093,0.324333945977955,0.352140558243126,2.56232221459173
"6y","npp",2005,0.171364289645913,0.0148005210733384,59.2228008903199,0.206860314010974,-0.064840855824678,2.37343386675758
"6y","npp",2006,0.182216814576007,0.0142225085082672,-24.423952654028,0.37515079801327,0.265809268440748,1.95587738989791
"6y","npp",2007,0.151039632231993,0.0141186241025683,-40.7414936354613,0.326686924962575,0.291892762300882,1.85951717674443
"8y","ctotal",1988,-0.0659730726123327,1.37802263715128,-186.553707470228,1.72744929165187,3.85579063280115,1.32249286797055
"8y","ctotal",1989,-0.0666652767807535,1.37323085705956,24.1401807282883,1.59041230345856,3.51660382349977,1.29530175123166
"8y","ctotal",1990,-0.0903577865500946,1.35215432039403,-60.1520387785964,1.80056002493483,4.22566403637462,1.25207910652199
"8y","ctotal",1991,-0.0954206347671598,1.34791938323997,-45.3569713304943,1.82570627711474,4.32309724073365,1.22814541528917
"8y","ctotal",1992,-0.102819043434077,1.39595974249398,-15.6744315316359,1.84085463306183,4.19498537618746,1.22341848018433
"8y","ctotal",1993,-0.0521301326297956,1.41317042334615,-8.76952079176866,1.95992903378225,4.49193550236878,1.25461728933163
"8y","ctotal",1994,-0.10230860894143,1.34175484527234,-37.5907427731309,1.91059621016425,4.34215307863761,1.23993989477496
"8y","ctotal",1995,-0.119770208496693,1.38616146427741,-19.8103657381416,1.86466033550921,4.10659984650882,1.10381984502785
"8y","ctotal",1996,-0.0770934507334089,1.44591368474895,-9.13843495307782,1.90176888480545,4.08228805676115,1.09558450502463
"8y","ctotal",1997,-0.144469118809044,1.515500724231,-13.9207119971649,1.70981411706594,3.15374975216268,1.01250167480597
"8y","ctotal",1998,0.0889125528601284,2.33771949498537,44.7611431041177,1.9508498003029,3.49229199677461,1.39567060611709
"8y","ctotal",1999,0.00110572091628912,2.2535453110042,19.8964073715774,2.00970610985241,3.69980993128135,1.05645944581131
"8y","ctotal",2000,-0.00363389233985418,2.28981128200061,25.2594175729872,1.97681004589147,3.59641782278719,0.98780171121766
"8y","ctotal",2001,-0.0801997246902306,2.61271376888094,6.29792002677346,1.5301367622081,1.51229293375737,0.882714447350367
"8y","ctotal",2002,0.0803931981780657,3.01895108790198,4.20990337836851,1.18804915787025,0.15307217291715,1.21800628587123
"8y","ctotal",2003,-0.0983224457673988,3.63987483243324,-175.097736705714,0.312015841275336,1.82774605356623,1.44628562222229
"8y","ctotal",2004,0.226349680573995,6.28937208984718,-7.13494013049907,-0.806826733034318,2.49243312717203,3.39070262687607
"8y","ctotal",2005,-0.0486049788528749,7.49261301279173,-22.6728884745056,-0.573924526532198,1.60308506530024,2.707130275318
"8y","ctotal",2006,-0.00938556733717383,7.56247507454705,-85.8222881768986,-0.667958203871559,1.61024680003797,1.91004116358554
"8y","ctotal",2007,-0.00738979769089712,7.51929959947297,435.777098643719,-0.718565781892603,1.71772067739651,2.02781953779189
"8y","evapm",1988,-0.0949582994179508,0.000917224640343777,33.8125673013033,0.16822391844533,-0.986787852589638,1.80388099603844
"8y","evapm",1989,-0.107421602821856,0.000907179644183293,59.9675836930001,0.207375292162138,-0.92228949226783,1.73845138345171
"8y","evapm",1990,-0.113051595658877,0.00123347131045096,-8.67272059504109,-0.152032875378245,-0.344234617414657,1.45353613778266
"8y","evapm",1991,0.00798054738679212,0.00129695263107217,-5.7348773886523,0.00560466853100039,-0.607476596728765,1.4235639434886
"8y","evapm",1992,-0.0138302562802014,0.00131574872021137,-6.99685762230272,-0.0867610693057181,-0.680215606315323,1.53008692419018
"8y","evapm",1993,0.0932911810733242,0.00127584508238872,-6.32123854747819,-0.106123300826994,-0.616659809109753,1.48164052866533
"8y","evapm",1994,0.110859448048121,0.0012902709109079,-35.911419239079,-0.304844675333826,-0.50305479124878,1.54039834214835
"8y","evapm",1995,0.0991645980175006,0.00126875133318467,19.4269756833002,-0.52530857359262,-0.258683590127803,1.8219506319036
"8y","evapm",1996,0.126379972358843,0.0012583273653911,18.1869043128854,-0.526417533113953,-0.227621904827178,2.13587676584152
"8y","evapm",1997,0.209126760791488,0.00131793367106239,-14.0910331954687,-0.301358176237479,-0.59088363335891,2.07345284543628
"8y","evapm",1998,0.161955364828328,0.00134307483455194,-25.1621987578473,-0.382299274081886,-0.641144469569362,2.05492715337905
"8y","evapm",1999,0.206998288704897,0.00147085156372885,10.1513488858039,-0.457467077461959,-0.43182800736188,2.13075264439253
"8y","evapm",2000,0.290186623086702,0.00161014210450834,6.49638729140295,-0.469080870502599,-0.631201710969727,2.31686627521926
"8y","evapm",2001,0.304241259290908,0.00161845622570655,6.36419813439389,-0.471650483145789,-0.646336422655895,2.65518992117413
"8y","evapm",2002,0.349673532020797,0.00202727424718018,4.82171763255383,-0.02450350359005,-0.275744206243324,2.77441692320211
"8y","evapm",2003,-0.0340399339332903,0.00324310008143149,18.5779584711874,-0.867204773626495,1.33316998933556,1.38972132822963
"8y","evapm",2004,0.148554125654139,0.00347580438515633,103.624765181188,-0.736487925661326,0.672400940192295,1.3859849396636
"8y","evapm",2005,0.136657180889511,0.00333805767071467,-51.613942058188,-0.731466385131135,0.859044451395652,1.57907230986924
"8y","evapm",2006,0.124762012933053,0.00337160136791083,-27.2495596041528,-0.667533948228989,0.713622528634918,1.45807266262473
"8y","evapm",2007,0.118363919582986,0.0033848424119535,-64.9545408751168,-0.733078141271605,0.754802745985095,1.41891134753882
"8y","npp",1988,0.0341961037416311,0.00147662665910583,-3.74593766038487,-1.17880326052945,2.12679680142594,2.121681524327
"8y","npp",1989,0.13723891846832,0.00150414089297581,-3.18874616653841,-1.00146356544853,1.66910427105432,1.46431236490626
"8y","npp",1990,0.0392573083380131,0.00201590153608482,-6.42452379393779,-0.376195224009547,1.2549016748245,1.74081451065349
"8y","npp",1991,0.249269823699896,0.00261272497661818,-23.709249735455,-0.00775944680197644,0.709632895958522,2.71621944798022
"8y","npp",1992,0.317016568613317,0.00264749426352384,28.7041198379052,-0.213450737323341,0.659860547095942,3.74524652296787
"8y","npp",1993,0.364621684074596,0.00262195042724392,10.9199845955892,-0.386618157197931,0.820074739755079,3.7952598642959
"8y","npp",1994,0.337014066162093,0.00308892268733046,6.84759951623994,-0.174278661498343,0.378916465394542,2.74800278326468
"8y","npp",1995,0.363352368026931,0.00308950020849645,6.83728819207415,-0.174895293265462,0.377717942054414,2.51200674164205
"8y","npp",1996,0.149582549098706,0.00604185254759799,-13.2046603003415,-1.28116069163039,3.07625941379207,2.96377564712814
"8y","npp",1997,0.430188905728803,0.00861764549780882,-5.77713639054309,-1.22622253963919,1.44345007455551,5.79668247413446
"8y","npp",1998,0.258198189111173,0.00923575126291677,-8.40427455556636,-1.17579473406715,1.18909457088711,6.42197585976767
"8y","npp",1999,0.281685484242094,0.0161249870823302,22.6876307898949,0.473590914224821,2.64076783842453,11.9776262944703
"8y","npp",2000,0.449480640692762,0.0179939989100753,7.4293447714543,0.283828293431968,1.5631890457549,16.4451676805092
"8y","npp",2001,0.424440191347591,0.0177707682122532,6.59036658452401,0.242372611921476,1.66588448854127,33.9316708372907
"8y","npp",2002,0.368937369799073,0.0191229218456171,4.14687005219576,0.042786894748873,1.07326880710218,16.9827473777159
"8y","npp",2003,0.133791683047545,0.026603224196297,10.360499060551,-0.378124801386123,0.748027524569435,3.70132214549168
"8y","npp",2004,0.274455846850583,0.0292161255459511,43.6892844942483,-0.233830260232829,0.113050648083652,2.81786020702399
"8y","npp",2005,0.248605030061801,0.0294068744922731,23.1375651271465,-0.297214840922298,0.0934401300524554,3.27771469822223
"8y","npp",2006,0.231542082651656,0.030289361341127,-15372.574558082,-0.167441948770106,-0.143515460737766,2.492797983597
"8y","npp",2007,0.207235773399688,0.0297174035232284,16.8046945858015,-0.346579938562261,0.0487242023343908,2.03438258267825
"regclim","ctotal",1988,-0.196196389319589,1.49018017903224,22.2889939499256,2.1281880077443,6.80528345114717,0.805553712724019
"regclim","ctotal",1989,-0.186334365922252,1.49703690293848,26.8928149260224,2.13668814395626,6.79205994749924,0.795087171639304
"regclim","ctotal",1990,-0.178571307818883,1.51107416298704,-122.325173204378,2.24647510589532,7.09715334638286,0.820044742797466
"regclim","ctotal",1991,-0.16587148097063,1.51589107049615,-24.9534063962911,2.33890550815643,7.39525235471222,0.862788223823236
"regclim","ctotal",1992,-0.15581321319093,1.52466803136406,-19.3193049646398,2.35579324265745,7.40831651078961,0.894959422718537
"regclim","ctotal",1993,-0.133523042213998,1.54390956416247,-9.15881181795892,2.48172272791606,7.83908256141663,0.891119608262593
"regclim","ctotal",1994,-0.17814791600257,1.62640622134997,-27.3328724399033,2.13260922338166,6.01666016769257,0.83064263713174
"regclim","ctotal",1995,-0.182922227449399,1.56513790819918,45.5009294059241,2.09906296461743,6.09129369869247,0.774175518917041
"regclim","ctotal",1996,-0.184228809146874,1.63109386105991,-80.1667460884966,2.04238233272961,5.71435253650845,0.767208776860898
"regclim","ctotal",1997,-0.203800876222294,1.62999562465126,-68.7336024884999,2.05121712870459,5.748029499735,0.643923629363952
"regclim","ctotal",1998,-0.13373166818197,1.76230944547585,103.024263377436,1.93842780788884,4.66089367935638,0.571745480218674
"regclim","ctotal",1999,-0.134703822730548,1.72523945743365,24.5147716339998,1.91123433222126,4.70388605963247,0.562827690015155
"regclim","ctotal",2000,-0.126362440972959,1.72428213730693,26.9506495466848,1.92515794686182,4.74855415385316,0.527025081891194
"regclim","ctotal",2001,-0.186383195268979,1.53669381283791,6.86190908858281,2.14877919814392,5.27735518503485,0.501965594697115
"regclim","ctotal",2002,-0.127625653300285,1.81094085231167,14.8334587785135,1.5825417116044,4.00129239210824,0.697034016347275
"regclim","ctotal",2003,0.0276759541231095,0.881088724913266,-5.53328094509606,0.629465540207074,2.21342209188904,0.737699727870367
"regclim","ctotal",2004,-0.0041235971920567,0.888027094146522,-9.54871231038747,0.416603083343216,1.93896141075953,0.767643586235479
"regclim","ctotal",2005,0.0512008858779855,0.99130199929008,-41.6285349073645,0.274281135468176,1.00501568128935,0.844977468433224
"regclim","ctotal",2006,0.0331911811008979,0.992588610594668,-20.1087987402031,0.358081011348054,1.03400178128041,0.884337795777374
"regclim","ctotal",2007,0.0336296169623087,0.995530890693484,-18.2179055137245,0.372681599161545,1.01696113558507,0.895706793090002
"regclim","evapm",1988,0.0105605182519628,0.00108751750011845,7.26267844766815,-0.241853742128189,-0.625455738089111,2.33372729831717
"regclim","evapm",1989,0.00241026867038663,0.00106423682876619,8.28043253325105,-0.208683834992117,-0.537376336558646,2.0428068674858
"regclim","evapm",1990,-0.0457551448185966,0.00150768762981081,-25.9574626638853,-0.505440856236742,-0.0255118504177658,1.68178709243303
"regclim","evapm",1991,0.142172392813899,0.00173082471423393,-7.94874910118336,-0.352987529609903,-0.626288270445826,1.8127489280247
"regclim","evapm",1992,0.131911762915143,0.00172651429651505,-7.29778824604661,-0.317755116076991,-0.630300715162828,2.10596903575873
"regclim","evapm",1993,0.192935734489926,0.00167493474130723,-6.29679361190805,-0.304570859865532,-0.527810906454033,2.00670588160038
"regclim","evapm",1994,0.168828325327677,0.00156283001682021,-11.1596506444563,-0.498654502072494,-0.0604721055970055,1.67075175643976
"regclim","evapm",1995,0.13197561162312,0.0015167532513582,-18.6525633946923,-0.623521125795044,0.239929644045022,1.7195183295269
"regclim","evapm",1996,0.177369429898732,0.0014840995809618,21.888406981976,-0.873145806515855,0.732923713559546,1.81469768434157
"regclim","evapm",1997,0.170772332828736,0.00143759116414033,644.369023507703,-0.791101200004443,0.79777346117479,1.65504364772917
"regclim","evapm",1998,0.185964595486253,0.00145276153057483,-30.0994967425416,-0.669731931249744,0.584805638845874,1.68593941047584
"regclim","evapm",1999,0.253179120415875,0.00151281256503484,-21.8847174635898,-0.682569901906712,0.447042629583936,1.71788836827093
"regclim","evapm",2000,0.212680532459629,0.00149406197674691,-15.8143006344624,-0.645039155237428,0.485673105137172,1.56418423328042
"regclim","evapm",2001,0.144558133384724,0.00163349444685947,-35.5738444470417,-0.485747171582744,0.301831415370771,2.13065719091798
"regclim","evapm",2002,0.237750572547535,0.00150646427546207,-14.0746964179929,-0.545378605631672,0.616537605463731,3.27260397374499
"regclim","evapm",2003,0.23727087524952,0.00149468651640074,-29.2044030849962,-0.669933578932265,0.793178685217266,3.57306788244891
"regclim","evapm",2004,0.273012561293913,0.00148975217079551,-33.054315690745,-0.684688442453667,0.834479129935521,5.82115073063606
"regclim","evapm",2005,0.308527556976987,0.00129468799508821,-5.74221837369683,-0.7635125214459,0.829690886439732,7.16125432551834
"regclim","evapm",2006,0.228449858953282,0.00140803194320651,-8.84206099210116,-0.734540651752084,0.510057478752466,3.94568026587958
"regclim","evapm",2007,0.234415563727586,0.00139964143743009,-8.23923869998518,-0.718115484868965,0.527973072853725,3.25087940972956
"regclim","npp",1988,0.0187589854729469,0.000419577922613731,-5.19647417279875,0.150925509617955,-1.37095070167358,2.5498500190571
"regclim","npp",1989,-0.0114328780906013,0.000419212743973742,-7.2757009242459,-0.0158800601222143,-1.38639495203089,2.02576706088714
"regclim","npp",1990,0.0531257140226612,0.0005991743181666,61.7811188196353,0.402741979865327,-0.352429264784303,2.14246524518171
"regclim","npp",1991,0.286165860977881,0.000742120070129928,10.8762765292723,0.487550581102176,-0.588224986207573,2.66653011369364
"regclim","npp",1992,0.24376139201466,0.000700210430162983,7.08303144520555,0.443134991638619,-0.428092907183278,2.47040644692243
"regclim","npp",1993,0.282630798827877,0.000701286362822378,7.13772562491738,0.443456908071494,-0.433192468443147,2.52463703313907
"regclim","npp",1994,0.265949863724459,0.000680842936527141,12.0957299144348,0.631712136501083,-0.110196966242108,2.25594031758194
"regclim","npp",1995,0.213753574245744,0.000664857076213037,14.6350831954024,0.676335613737578,0.0708875085525939,2.59132122316471
"regclim","npp",1996,0.284129345430409,0.000637605779089595,-67.8837680274714,0.92831158612614,0.654149591087662,3.81661988833029
"regclim","npp",1997,0.285633274387193,0.000604551912695091,8.42635221572304,0.816667797937142,0.269047189203184,2.61370471398253
"regclim","npp",1998,0.304580016017276,0.000614505029419229,7.31506354537882,0.745433161743201,0.0811867334500916,2.06521346212009
"regclim","npp",1999,0.3498060906704,0.00065031873150214,6.30003208073598,0.695475955945343,-0.23344930948098,1.99058486637946
"regclim","npp",2000,0.0827165299382845,0.000945426132489535,38.3774501708601,-0.162229048605629,0.649199210978913,1.51987932530366
"regclim","npp",2001,-0.0715600360396225,0.00092182525055564,8.86897364684873,-0.387356943472932,0.939040565408109,1.07172441666051
"regclim","npp",2002,-0.109643677183167,0.000883257598612686,7.24733193669897,-0.423414226280867,1.28325818953938,0.879442409475922
"regclim","npp",2003,-0.0155884439984906,0.00112856682720086,43.6573275297008,-0.478706004878279,0.399269542834834,0.825393821364429
"regclim","npp",2004,-0.0637439373343803,0.00114169544298788,22.6075713548306,-0.536068439728206,0.365820386829449,0.784868248956701
"regclim","npp",2005,-0.045501559498268,0.00111781026218277,8.98211333322835,-0.742284230243962,0.726686291193072,0.822392582473033
"regclim","npp",2006,-0.0671513153872843,0.00126149637550129,51.8447444161734,-0.5356297062445,-0.10901825471372,0.556328622597917
"regclim","npp",2007,-0.144062166636333,0.00130684623165721,9.17095798648195,-0.716566829919007,0.00416213683838939,0.311912675506444
